customer_unique_id,total_price,geolocation_lat,geolocation_lng,customer_city
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.871874606599256,-42.26921988909431,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.872576092629306,-42.33595626768628,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86541039534113,-42.33412177871154,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86262074367717,-42.322949044962094,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.873327375208923,-42.35493652226991,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87200703448979,-42.33049978694645,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86293859710562,-42.25931671319869,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86422249273868,-42.33688944204574,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87810183233894,-42.31752981480674,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.89857176589213,-42.35267822123697,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.868552592069573,-42.32570598221288,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86088715860441,-42.29111593249429,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.869815753171125,-42.30646093866227,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.927347621007915,-42.301851905058285,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.871109241785085,-42.35002529707141,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.889772709323537,-42.36693909597794,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.872576092629306,-42.33595626768628,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85656760156514,-42.34848329083977,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.8675146254794,-42.316289701243456,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85647397811837,-42.32557916794917,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.92789344235846,-42.30243487322433,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.857551211027857,-42.35244070617079,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.881673077382956,-42.31608888790582,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.871031936825307,-42.33721313129742,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85076189822224,-42.29360484015431,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.872482242338844,-42.32875000168335,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.886149499999995,-42.34891049999999,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.871079056492725,-42.308147243413856,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.88624537546056,-42.36980390819448,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.896349304421943,-42.35543060445136,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.855729465188325,-42.29697740177536,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87608538345741,-42.38092184586435,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.8662175881458,-42.33279462084396,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.884264662258744,-42.31369745939733,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.91904694945013,-42.314930088867335,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.8554710822668,-42.33454130467107,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.877521651385827,-42.34535777347615,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.860743204359515,-42.34407330868824,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87529029754852,-42.353621948912696,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87458449999999,-42.280262999999984,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.855875694172106,-42.30131789663218,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.865902100911818,-42.317818816514695,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85670702637776,-42.2603065516553,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.890425999874573,-42.352407414905066,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85955781120145,-42.348147878254416,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87072395883153,-42.34247802310279,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.83290872657738,-42.34803380088298,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87053066876257,-42.327133687982055,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86445291460893,-42.343208771909325,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.869626312977413,-42.270214498277305,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.864415401689104,-42.346073385009184,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.848954873622,-42.3387308120713,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.8724360671045,-42.26365904827245,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.859743488092032,-42.33891456818655,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.866379066763518,-42.267620654910175,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86675117296882,-42.27028725638807,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86238618743053,-42.25904192848018,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.858422817926893,-42.34915525599244,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.867442741995905,-42.26755856742504,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.837915709394764,-42.35908302956943,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87762138553993,-42.3452113552499,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.9224124999901,-42.36402349838568,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85589785492614,-42.31697803249176,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.8698307688617,-42.33390146150029,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.92595844486983,-42.30224172713368,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.869710082981342,-42.28639997315711,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.871109241785085,-42.35002529707141,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.8682152999223,-42.33302949759224,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.866142080572693,-42.34623572122489,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.865704766373018,-42.34355643212457,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87363430181792,-42.34330349640743,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87427593705636,-42.336783704132,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.865704766373018,-42.34355643212457,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.878667633808337,-42.34933056926656,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85670702637776,-42.2603065516553,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.878001127030988,-42.34042285578752,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87434328068032,-42.34612420586699,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.856938260949747,-42.24938747810049,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87180066081637,-42.34190308616797,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.859142793626702,-42.322248097365325,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.894998049069656,-42.360836871748646,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86877033249475,-42.32156458334211,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87195415438176,-42.33924967420216,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86576133051045,-42.30065592694949,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85719247715261,-42.290885575956025,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.850230123892956,-42.25868229735679,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.81188012533369,-42.33641156456848,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.841347355061966,-42.33782927040741,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.9224124999901,-42.36402349838568,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86700753668333,-42.33455436954674,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.81509520830654,-42.30183345311495,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.872740774950127,-42.34318663039703,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.871388978397007,-42.31951603143669,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.866707947871127,-42.28120965939593,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86519102373719,-42.33176074388368,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.876547346293197,-42.33822519942749,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.898493454404512,-42.35302250870042,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87916637970279,-42.319277740700144,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86033295787086,-42.32420933940661,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.866912195401103,-42.339883913587805,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.8500261125255,-42.25961415054831,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.92656529057317,-42.31230521093384,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.880260343064787,-42.32116205437882,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87870017992287,-42.31839090953984,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.87681042795526,-42.35006004476893,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.859751628700582,-42.33407356920222,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.92224915276288,-42.3187586651931,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.88287014593468,-42.38201551496504,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.838034274226043,-42.32693310876537,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.870309536212968,-42.3154866312159,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85495424800579,-42.324074535738006,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.88884866820161,-42.35855047700936,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.879582124636965,-42.35143585931288,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.865364000000007,-42.31650375,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.872157545884512,-42.33930638854584,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.85891727363277,-42.34414932429307,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.856173532208444,-42.33309699109552,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.865120179523977,-42.34261854698401,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.872469490406527,-42.33656993606045,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86693549400036,-42.33630846041722,araruama
da122df9eeddfedc1dc1f5349a1a690c,5625721.09,-22.86047884750224,-42.291086918994274,araruama
